               shop_ref               |     d      |    type    | direction | cnt  | amount_minor 
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | fee        | in        |    6 |        11811
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | fee        | out       |  332 |      1352113
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | other      | out       |    8 |       962407
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | refund     | out       |    4 |      1014100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-29 | sale       | in        |   27 |      7019000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | bonus      | in        |   76 |      6020190
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | bonus      | out       |    8 |       593153
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | commission | in        |    4 |       477120
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | commission | out       |   39 |      4797024
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | fee        | in        |    5 |         9783
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | fee        | out       |  408 |      1464578
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | other      | out       |    7 |       646384
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | refund     | out       |    4 |       994000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-30 | sale       | in        |   39 |      9993800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | bonus      | in        |   84 |      7169497
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | bonus      | out       |    4 |       261762
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | commission | in        |    2 |       224160
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | commission | out       |   45 |      5604816
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | fee        | in        |    3 |         5685
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | fee        | out       |  322 |      1228242
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | other      | in        |    2 |       942428
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | other      | out       |    7 |       731382
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | refund     | out       |    2 |       467000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-07-31 | sale       | in        |   45 |     11676700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | bonus      | in        |   92 |      7842103
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | bonus      | out       |    6 |       461813
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | commission | in        |    3 |       371328
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | commission | out       |   50 |      6124320
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | fee        | in        |    3 |         5923
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | fee        | out       |  416 |      1607533
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | other      | out       |    8 |       738605
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | refund     | out       |    3 |       773600
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-01 | sale       | in        |   50 |     12759000
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | bonus      | in        |   68 |      5529055
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | bonus      | out       |   10 |       795309
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | commission | in        |    5 |       608880
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | commission | out       |   36 |      4302096
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | fee        | in        |    8 |        14892
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | fee        | out       |  335 |      1226981
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | other      | out       |    7 |       667800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | refund     | out       |    5 |      1268500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-02 | sale       | in        |   36 |      8962700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | bonus      | in        |  103 |      8299207
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | bonus      | out       |    6 |       479158
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | commission | in        |    3 |       375408
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | commission | out       |   54 |      6616848
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | fee        | in        |    8 |        14721
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | fee        | out       |  425 |      1627867
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | other      | out       |    7 |       760609
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | refund     | out       |    3 |       782100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-03 | sale       | in        |   54 |     13785100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | bonus      | in        |   62 |      5242643
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | bonus      | out       |   17 |      1347969
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | commission | in        |    9 |      1114320
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | commission | out       |   33 |      4125552
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | fee        | in        |   13 |        29483
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | fee        | out       |  363 |      1345860
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | other      | out       |    6 |       551303
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | refund     | out       |    9 |      2321500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-04 | sale       | in        |   33 |      8594900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | bonus      | in        |   81 |      6537222
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | bonus      | out       |    3 |       314327
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | commission | in        |    2 |       253632
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | commission | out       |   43 |      5282784
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | fee        | in        |    2 |         2703
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | fee        | out       |  395 |      1644051
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | other      | out       |    9 |       990694
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | refund     | out       |    2 |       528400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-05 | sale       | in        |   43 |     11005800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | bonus      | in        |   52 |      4027374
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | bonus      | out       |   10 |       692467
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | commission | in        |    5 |       599166
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | commission | out       |   26 |      3263472
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | fee        | in        |    8 |        16187
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | fee        | out       |  414 |      1614736
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | other      | out       |    8 |       579102
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | refund     | out       |    5 |      1256900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-06 | sale       | in        |   26 |      6798900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | bonus      | in        |   88 |      7230486
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | bonus      | out       |    8 |       584023
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | commission | in        |    4 |       470928
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | commission | out       |   49 |      6022224
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | fee        | in        |    5 |         9323
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | fee        | out       |  376 |      1494990
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | other      | out       |    7 |       503501
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | refund     | out       |    4 |       981100
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-07 | sale       | in        |   49 |     12546300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | bonus      | in        |   25 |      1990965
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | bonus      | out       |   10 |       800189
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | commission | in        |    5 |       637344
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | commission | out       |   13 |      1618800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | fee        | in        |    5 |        10024
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | fee        | out       |  267 |      1029920
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | other      | out       |    9 |       271251
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | refund     | out       |    5 |      1327800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-08 | sale       | in        |   13 |      3372500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | bonus      | in        |   82 |      6465859
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | bonus      | out       |    4 |       286658
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | commission | in        |    2 |       237696
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | commission | out       |   45 |      5397792
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | fee        | in        |    2 |         3962
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | fee        | out       |  340 |      1298034
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | other      | out       |    6 |       566141
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | refund     | out       |    2 |       495200
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-09 | sale       | in        |   45 |     11245400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | bonus      | in        |   65 |      4729602
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | bonus      | out       |    4 |       328470
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | commission | in        |    2 |       253632
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | commission | out       |   33 |      3932592
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | fee        | in        |    3 |         6162
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | fee        | out       |  326 |      1344626
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | other      | out       |    6 |       354350
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | refund     | out       |    2 |       528400
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-10 | sale       | in        |   33 |      8192900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | bonus      | in        |   81 |      5564381
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | bonus      | out       |    2 |       149676
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | commission | in        |    1 |       131856
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | commission | out       |   42 |      4690032
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | fee        | in        |    2 |         3860
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | fee        | out       |  392 |      1654281
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | other      | out       |    7 |       107785
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | refund     | out       |    1 |       274700
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-11 | sale       | in        |   42 |      9770900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | bonus      | in        |   63 |      4856076
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | bonus      | out       |   14 |      1020701
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | commission | in        |    7 |       842352
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | commission | out       |   36 |      4125360
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | fee        | in        |    9 |        16251
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | fee        | out       |  348 |      1278923
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | other      | out       |    9 |      1084794
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | refund     | out       |    7 |      1754900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-12 | sale       | in        |   36 |      8594500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | bonus      | in        |   63 |      4188337
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | bonus      | out       |   10 |       707780
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | commission | in        |    5 |       625104
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | commission | out       |   32 |      3462672
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | fee        | in        |    8 |        20463
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | fee        | out       |  328 |      1235310
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | other      | out       |    7 |       674604
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | refund     | out       |    5 |      1302300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-13 | sale       | in        |   32 |      7213900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | bonus      | in        |   55 |      4004746
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | bonus      | out       |    8 |       536979
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | commission | in        |    4 |       447504
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | commission | out       |   30 |      3321072
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | fee        | in        |    8 |        13425
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | fee        | out       |  346 |      1266784
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | other      | out       |    8 |       502508
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | refund     | out       |    4 |       932300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-14 | sale       | in        |   30 |      6918900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-15 | bonus      | in        |   58 |      4117300
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-15 | commission | out       |   31 |      3442992
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-15 | fee        | in        |    2 |         3028
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-15 | fee        | out       |  342 |      1244195
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-15 | other      | out       |   11 |       878226
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-15 | sale       | in        |   31 |      7172900
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | bonus      | in        |   89 |      5786273
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | bonus      | out       |    2 |       127929
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | commission | in        |    1 |       102960
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | commission | out       |   45 |      4982784
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | fee        | in        |    3 |         5122
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | fee        | out       |  388 |      1551845
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | other      | out       |    7 |       703316
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | refund     | out       |    1 |       214500
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-16 | sale       | in        |   45 |     10380800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | bonus      | in        |   64 |      4257408
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | bonus      | out       |    8 |       493620
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | commission | in        |    4 |       426144
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | commission | out       |   33 |      3636528
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | fee        | in        |    5 |         8117
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | fee        | out       |  357 |      1269258
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | other      | out       |    7 |       628169
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | refund     | out       |    4 |       887800
 90b72323-784a-4268-88aa-10778c3da78b | 2026-08-17 | sale       | in        |   33 |      7576100
